0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,1
9,2
10,3
11,3
12,4
13,4
14,5
15,6
16,7
17,8
18,9
19,10
20,11
21,12
22,13
23,14
24,16
25,17
26,19
27,20
28,21
29,23
30,25
31,26
32,28
33,29
34,31
35,32
36,34
37,36
38,38
39,40
40,42
41,45
42,47
43,49
44,52
45,55
46,57
47,60
48,63
49,66
50,69
51,72
52,76
53,79
54,83
55,85
56,90
57,93
58,97
59,101
60,104
61,108
62,112
63,117
64,122
65,127
66,132
67,135
68,140
69,146
70,152
71,157
72,161
73,166
74,171
75,177
76,181
77,188
78,195
79,201
80,208
81,216
82,222
83,230
84,237
85,244
86,251
87,258
88,265
89,273
90,281
91,290
92,298
93,306
94,314
95,321
96,330
97,338
98,347
99,357
