0,0
1,0
2,2
3,2
4,3
5,4
6,4
7,5
8,5
9,6
10,7
11,7
12,8
13,9
14,9
15,10
16,10
17,11
18,11
19,12
20,12
21,13
22,13
23,14
24,14
25,15
26,15
27,16
28,16
29,17
30,17
31,18
32,18
33,19
34,19
35,20
36,20
37,20
38,21
39,21
40,22
41,22
42,23
43,23
44,23
45,24
46,25
47,25
48,26
49,26
50,26
51,27
52,27
53,28
54,28
55,28
56,29
57,29
58,30
59,30
60,31
61,31
62,32
63,32
64,32
65,33
66,33
67,33
68,34
69,34
70,35
71,35
72,35
73,36
74,36
75,37
76,37
77,37
78,38
79,38
80,38
81,39
82,39
83,39
84,40
85,40
86,41
87,41
88,41
89,42
90,42
91,43
92,43
93,43
94,44
95,44
96,44
97,45
98,45
99,45
100,45
101,46
102,46
103,46
104,46
105,46
106,46
107,46
108,46
109,46
110,46
111,46
112,46
113,46
114,46
115,46
116,46
117,46
118,46
119,46
120,46
121,46
122,46
123,46
124,46
125,46
126,46
127,46
128,46
129,46
130,46
131,46
132,46
133,46
134,46
135,46
136,46
137,46
138,46
139,46
140,46
141,46
142,46
143,46
144,46
145,46
146,46
147,46
148,46
149,46
150,46
151,46
152,46
153,46
154,46
155,46
156,46
157,46
158,46
159,46
160,46
161,46
162,46
163,46
164,46
165,46
166,46
167,46
168,46
169,46
170,46
171,46
172,46
173,46
174,46
175,46
176,46
177,46
178,46
179,46
180,46
181,46
182,46
183,46
184,46
185,46
186,46
187,46
188,46
189,46
190,46
191,46
192,46
193,46
194,46
195,46
196,46
197,46
198,46
199,46
200,46
201,46
202,46
203,46
204,46
205,46
206,46
207,46
208,46
209,46
210,46
211,46
212,46
213,46
214,46
215,46
216,46
217,46
218,46
219,46
220,46
221,46
222,46
223,46
224,46
225,46
226,46
227,46
228,46
229,46
230,46
231,46
232,46
233,46
234,45
235,45
236,45
237,46
238,46
239,46
240,46
241,46
242,46
243,46
244,46
245,46
246,47
247,47
248,47
249,47
250,47
251,46
252,46
253,46
254,46
255,46
256,48
257,47
258,47
259,46
260,45
261,45
262,48
263,48
264,46
265,46
266,42
267,42
